Movie Name,Language,Running Time,Year of Release,Maturity Rating,type,platform,tconst,genres,IMDb Rating_y
The Collection,English,77,2012,18+,Movie,Amazon Prime,tt1748227,"Horror,Thriller",6.1
Bazaar,Kannada,147,2019,13+,Movie,Amazon Prime,tt9624438,"Action,Crime",5.1
It Happened One Christmas,English,110,1977,13+,Movie,Amazon Prime,tt0076213,"Comedy,Fantasy",6.1
Silly Fellows,Telugu,123,2018,All,Movie,Amazon Prime,tt8535472,Comedy,6.0
Kaya Hiner Kahini,Bengali,113,1973,NR,Movie,Amazon Prime,tt0231890,Drama,6.9
Chitchor,Hindi,102,1976,All,Movie,Amazon Prime,tt0157460,"Drama,Romance",7.5
Srinivasa Kalyanam,Hindi,122,2018,All,Movie,Amazon Prime,tt8066574,"Drama,Family",6.1
Shuddh Desi Romance,Hindi,126,2013,13+,Movie,Amazon Prime,tt2988272,"Comedy,Drama,Romance",6.0
The Bongs Again,Bengali,116,2017,13+,Movie,Amazon Prime,tt6069422,Drama,5.7
Mettukudi,Tamil,135,1996,All,Movie,Amazon Prime,tt9048992,Drama,6.9
Touch Chesi Chudu,Telugu,141,2018,13+,Movie,Amazon Prime,tt6468814,"Action,Comedy,Crime",4.8
Zenda,Marathi,121,2009,13+,Movie,Amazon Prime,tt2343847,"Drama,Thriller",7.0
Padmaavat,Telugu,162,2018,13+,Movie,Amazon Prime,tt5935704,"Drama,History,Romance",7.0
Looper,English,114,2012,18+,Movie,Amazon Prime,tt1276104,"Action,Drama,Sci-Fi",7.4
Mujhse Fraaandship Karoge,Hindi,104,2011,13+,Movie,Amazon Prime,tt2057441,"Comedy,Drama,Romance",6.9
Air Strike,Hindi,97,2018,18+,Movie,Amazon Prime,tt4743226,"Action,Adventure,Drama",3.2
Lights Out,Tamil,80,2016,18+,Movie,Amazon Prime,tt4786282,"Drama,Horror,Mystery",6.3
The Burning Hell,English,59,1974,NR,Movie,Amazon Prime,tt0412540,"Documentary,Horror",3.5
Room,English,113,2015,16+,Movie,Amazon Prime,tt3170832,"Drama,Thriller",8.1
Kayamkulam Kanaran,Malayalam,114,2002,NR,Movie,Amazon Prime,tt0356785,\N,3.9
Punjab Singh,Punjabi,150,2018,13+,Movie,Amazon Prime,tt7860284,Drama,6.2
The Matrix,English,136,1999,18+,Movie,Amazon Prime,tt0133093,"Action,Sci-Fi",8.7
Chingari,Kannada,127,2012,13+,Movie,Amazon Prime,tt3058830,"Action,Thriller",5.6
Bobby Jasoos,Hindi,116,2014,All,Movie,Amazon Prime,tt3359290,"Comedy,Drama,Thriller",5.5
Fanaa,Hindi,168,2006,13+,Movie,Amazon Prime,tt0439662,"Action,Drama,Romance",7.2
Gavthi,Marathi,152,2018,NR,Movie,Amazon Prime,tt8308556,Drama,7.4
Maaveeran,Tamil,156,1986,NR,Movie,Amazon Prime,tt0318433,Action,6.1
Mithai,Telugu,137,2019,13+,Movie,Amazon Prime,tt8616250,"Crime,Drama,Romance",4.4
Aaron,Marathi,115,2018,13+,Movie,Amazon Prime,tt6616244,"Comedy,Drama",7.3
Jack Ryan: Shadow Recruit,Hindi,105,2014,13+,Movie,Amazon Prime,tt1205537,"Action,Drama,Thriller",6.2
Adhinayakudu,Telugu,151,2012,18+,Movie,Amazon Prime,tt2244697,"Action,Drama",3.7
Jakkanna,Telugu,136,2016,13+,Movie,Amazon Prime,tt10127628,"Comedy,Drama",5.9
Elysium,Hindi,109,2013,18+,Movie,Amazon Prime,tt1535108,"Action,Drama,Sci-Fi",6.6
Gamer,Telugu,94,2009,18+,Movie,Amazon Prime,tt1034032,"Action,Sci-Fi,Thriller",5.8
3 Monkeys,Telugu,128,2020,13+,Movie,Amazon Prime,tt11536276,Drama,5.1
Prem Ratan Dhan Payo,Hindi,164,2015,All,Movie,Amazon Prime,tt3595298,"Action,Drama,Musical",4.4
Ramji Rao Speaking,Malayalam,140,1989,NR,Movie,Amazon Prime,tt0353935,"Comedy,Thriller",8.5
Nazrana Pyar Ka,Hindi,143,1980,NR,Movie,Amazon Prime,tt0483298,Drama,4.9
Endless Love,English,115,1981,18+,Movie,Amazon Prime,tt0082329,"Drama,Romance",4.9
Apple Cake,Kannada,142,2018,13+,Movie,Amazon Prime,tt9389984,Drama,7.3
100,Tamil,136,2019,13+,Movie,Amazon Prime,tt10844584,Drama,8.4
Pune Via Bihar,Marathi,127,2014,13+,Movie,Amazon Prime,tt3996970,Romance,4.6
Sagaa,Tamil,119,2019,13+,Movie,Amazon Prime,tt7938416,"Action,Crime,Drama",5.8
Ishq Garaari,Punjabi,125,2013,13+,Movie,Amazon Prime,tt3213204,"Comedy,Romance",5.5
Charlie and the Chocolate Factory,English,114,2005,All,Movie,Amazon Prime,tt0367594,"Adventure,Comedy,Family",6.6
Kalikkoottukar,Malayalam,144,2019,All,Movie,Amazon Prime,tt9911306,"Drama,Romance",3.5
The Taking of Tiger Mountain,English,137,2014,18+,Movie,Amazon Prime,tt3950078,"Action,Adventure,Biography",6.4
Zid,Hindi,128,2014,18+,Movie,Amazon Prime,tt4228746,"Crime,Romance,Thriller",4.4
Madmast Barkhaa,Hindi,102,2015,NR,Movie,Amazon Prime,tt4845248,"Romance,Thriller",3.6
Bobby,Malayalam,140,2017,NR,Movie,Amazon Prime,tt7166214,"Comedy,Romance",6.4
Kuch Tum Kaho Kuch Hum Kahein,Hindi,172,2002,All,Movie,Amazon Prime,tt0327004,"Action,Drama,Romance",5.6
Inception,Hindi,148,2010,13+,Movie,Amazon Prime,tt1375666,"Action,Adventure,Sci-Fi",8.8
Jugni Yaaran Di,Punjabi,115,2019,13+,Movie,Amazon Prime,tt9615028,"Comedy,Drama",5.4
Just Let Go,English,106,2015,16+,Movie,Amazon Prime,tt3196830,Drama,6.8
Dracula Sir,Bengali,125,2020,13+,Movie,Amazon Prime,tt11963736,"Crime,Thriller",7.5
Party,Hindi,112,1984,NR,Movie,Amazon Prime,tt0248289,Drama,7.2
Drive Angry,Hindi,100,2011,18+,Movie,Amazon Prime,tt1502404,"Action,Fantasy,Thriller",5.4
Fresh Dressed,English,82,2015,18+,Movie,Amazon Prime,tt4209900,"Documentary,History,Music",6.5
Journey 2: The Mysterious Island,Hindi,94,2012,All,Movie,Amazon Prime,tt1397514,"Action,Adventure,Comedy",5.8
Lift,Bengali,20,2018,13+,Movie,Amazon Prime,tt10567498,Drama,7.0
Man on a Ledge,English,102,2012,13+,Movie,Amazon Prime,tt1568338,"Action,Crime,Thriller",6.6
Al Mallu,Malayalam,128,2020,All,Movie,Amazon Prime,tt11354326,"Drama,Romance,Thriller",4.0
Upstream Color,English,96,2013,13+,Movie,Amazon Prime,tt2084989,"Drama,Sci-Fi",6.7
Desh Re Joya Dada Pardesh Joya,Gujarati,164,1998,All,Movie,Amazon Prime,tt5739748,Drama,7.2
Rush Hour 2,Hindi,90,2001,18+,Movie,Amazon Prime,tt0266915,"Action,Comedy,Crime",6.6
Adhipathi,Telugu,151,2001,NR,Movie,Amazon Prime,tt1212056,"Action,Drama",4.1
Bangaru Bullodu,Telugu,153,1993,All,Movie,Amazon Prime,tt1579530,"Action,Drama,Romance",7.3
Oohalu Gusagusalade,Telugu,131,2014,All,Movie,Amazon Prime,tt3835608,"Comedy,Romance",7.7
Deck the Halls,English,92,2006,13+,Movie,Amazon Prime,tt0790604,"Comedy,Family",5.0
Lechmi,Malayalam,149,2017,18+,Movie,Amazon Prime,tt6942450,"Comedy,Crime,Horror",4.7
Astro Boy,English,93,2009,7+,Movie,Amazon Prime,tt0375568,"Action,Animation,Comedy",6.3
Kempe Gowda,Kannada,140,2011,NR,Movie,Amazon Prime,tt1964837,"Action,Crime,Thriller",7.1
The Prince and Me,English,110,2004,7+,Movie,Amazon Prime,tt0337697,"Comedy,Family,Romance",5.9
Dilliwala Rajakumaran,Malayalam,108,1996,NR,Movie,Amazon Prime,tt0355376,"Comedy,Drama",5.9
Sadhuram 2,Tamil,92,2016,13+,Movie,Amazon Prime,tt4382484,"Crime,Horror,Thriller",6.6
Just a Sigh,English,100,2013,7+,Movie,Amazon Prime,tt2659190,"Drama,Romance",6.4
Final Destination 5,Telugu,91,2011,18+,Movie,Amazon Prime,tt1622979,"Action,Horror,Thriller",5.8
The Courier,Tamil,99,2019,18+,Movie,Amazon Prime,tt8075016,"Action,Crime,Drama",4.8
Daredevil,English,103,2003,18+,Movie,Amazon Prime,tt0287978,"Action,Crime",5.3
It Felt Like Love,English,82,2013,NR,Movie,Amazon Prime,tt2328922,Drama,5.7
Yogi,Kannada,142,2009,13+,Movie,Amazon Prime,tt1509838,"Action,Drama",6.8
Superman Returns,Tamil,154,2006,All,Movie,Amazon Prime,tt0348150,"Action,Sci-Fi",6.0
Jhoothi Shaan,Hindi,139,1991,NR,Movie,Amazon Prime,tt0410134,"Action,Drama",4.8
Hero No. 1,Hindi,130,1997,NR,Movie,Amazon Prime,tt0119285,"Comedy,Drama,Musical",6.2
Churchill,English,104,2017,16+,Movie,Amazon Prime,tt2674454,"Biography,Drama,History",6.1
Marte Dam Tak,Hindi,125,1987,All,Movie,Amazon Prime,tt0234207,"Action,Drama",4.9
Sullu,Malayalam,102,2019,All,Movie,Amazon Prime,tt11317908,"Drama,Thriller",6.8
Odeya,Kannada,162,2019,13+,Movie,Amazon Prime,tt11355040,"Action,Drama",4.5
Khud-Daar,Hindi,163,1982,All,Movie,Amazon Prime,tt0084199,"Action,Drama",6.9
And Soon the Darkness,English,91,2010,18+,Movie,Amazon Prime,tt1391034,"Drama,Horror,Mystery",5.1
Fogo,English,61,2012,NR,Movie,Amazon Prime,tt2147374,Drama,5.7
Oram Po,Tamil,109,2007,All,Movie,Amazon Prime,tt0977625,"Action,Drama",6.7
Dharani Mandala Madhyadolage,Kannada,146,1983,NR,Movie,Amazon Prime,tt0231454,Drama,7.4
Black and Blue,English,107,2019,18+,Movie,Amazon Prime,tt7390646,"Action,Crime,Thriller",6.4
The Warrior's Way,English,96,2010,18+,Movie,Amazon Prime,tt1032751,"Action,Fantasy,Western",6.3
Lovers,Telugu,122,2014,13+,Movie,Amazon Prime,tt3380252,"Crime,Drama",7.6
Chitralahari,Telugu,119,2019,All,Movie,Amazon Prime,tt9165332,"Drama,Romance",7.2
Tahaan,Hindi,94,2008,All,Movie,Amazon Prime,tt1213928,Drama,7.1
Aatishbaazi Ishq,Punjabi,145,2016,13+,Movie,Amazon Prime,tt6003734,Thriller,5.4
Resident Evil: Extinction,English,94,2007,18+,Movie,Amazon Prime,tt0432021,"Action,Horror,Sci-Fi",6.2
Harry Potter and the Chamber of Secrets,English,160,2002,All,Movie,Amazon Prime,tt0295297,"Adventure,Family,Fantasy",7.4
Aanandam,Malayalam,118,2016,All,Movie,Amazon Prime,tt5998104,"Adventure,Comedy,Drama",7.2
Kaiyethum Doorath,Malayalam,146,2002,NR,Movie,Amazon Prime,tt0356774,"Drama,Romance",3.5
Cappuccino,Marathi,122,2014,All,Movie,Amazon Prime,tt7955126,Comedy,5.8
Western Stars,English,83,2019,13+,Movie,Amazon Prime,tt10687158,"Documentary,Music",7.5
The Lodge,Telugu,108,2020,18+,Movie,Amazon Prime,tt11516394,Comedy,8.1
Driven to Kill,English,98,2009,18+,Movie,Amazon Prime,tt1227177,"Action,Crime,Thriller",5.1
Antim Swash Sundar,Bengali,103,2010,NR,Movie,Amazon Prime,tt1776065,"Drama,Family,Mystery",5.6
Badlapur,Hindi,134,2015,NR,Movie,Amazon Prime,tt3678782,"Action,Crime,Drama",7.4
Dreams,Tamil,149,2004,13+,Movie,Amazon Prime,tt0706048,"Animation,Comedy,Sci-Fi",7.5
Lucy,English,89,2014,18+,Movie,Amazon Prime,tt2872732,"Action,Sci-Fi,Thriller",6.4
10 Kalpanakal,Malayalam,123,2016,13+,Movie,Amazon Prime,tt6260318,"Crime,Mystery,Thriller",5.7
The Trip to Bountiful,English,107,1985,7+,Movie,Amazon Prime,tt0090203,Drama,7.5
Humraaz,Hindi,166,2002,13+,Movie,Amazon Prime,tt0326576,"Action,Musical,Romance",6.4
Dead Drop,Hindi,86,2013,NR,Movie,Amazon Prime,tt2240966,"Action,Crime,Thriller",3.6
Bad Boys,Hindi,118,1995,13+,Movie,Amazon Prime,tt0112442,"Action,Comedy,Crime",6.9
Aadi Lakshmi Puraana,Kannada,121,2019,13+,Movie,Amazon Prime,tt9747276,"Comedy,Drama,Romance",6.5
Royal Deceit,English,107,1994,18+,Movie,Amazon Prime,tt0110891,"Adventure,Drama",5.5
Overcomer,English,119,2019,7+,Movie,Amazon Prime,tt8186318,"Drama,Family,Sport",6.6
Kala Bazaar,Hindi,144,1989,All,Movie,Amazon Prime,tt0097640,"Action,Drama",5.5
Men in Black,Hindi,97,1997,13+,Movie,Amazon Prime,tt0119654,"Action,Adventure,Comedy",7.3
Vinci Da,Bengali,113,2019,16+,Movie,Amazon Prime,tt10217550,"Crime,Mystery,Thriller",7.4
Fidaa,Bengali,146,2018,13+,Movie,Amazon Prime,tt8427164,Drama,5.0
Anveshanam,Malayalam,99,2020,All,Movie,Amazon Prime,tt10692228,"Drama,Mystery,Thriller",6.0
The Defender,Bengali,87,2004,18+,Movie,Amazon Prime,tt0402127,Action,4.9
Kareeb,Hindi,148,1998,All,Movie,Amazon Prime,tt0189633,"Drama,Romance",6.5
Sex and Broadcasting,English,78,2014,NR,Movie,Amazon Prime,tt3548948,"Biography,Comedy,Documentary",6.7
Middle Class Melodies,Telugu,135,2020,16+,Movie,Amazon Prime,tt13242960,"Comedy,Drama,Romance",7.8
Arcadia,English,91,2012,16+,Movie,Amazon Prime,tt2056520,"Adventure,Drama",6.1
Don't Breathe,English,88,2016,18+,Movie,Amazon Prime,tt4160708,"Crime,Horror,Thriller",7.1
Oru Maravathoor Kanavu,Malayalam,131,1998,All,Movie,Amazon Prime,tt0246833,"Comedy,Drama,Musical",6.8
Second Best,English,105,1994,13+,Movie,Amazon Prime,tt0111102,Drama,6.9
Yaare Neenu Cheluve,Kannada,140,1998,13+,Movie,Amazon Prime,tt5188376,Romance,7.7
Ghawre Bairey Aaj,Bengali,133,2019,16+,Movie,Amazon Prime,tt11200922,Drama,6.3
The Incredible Hulk,Hindi,112,2008,13+,Movie,Amazon Prime,tt0800080,"Action,Adventure,Sci-Fi",6.6
Anokha Milan,Hindi,125,1972,NR,Movie,Amazon Prime,tt0499182,Drama,6.4
Amish Grace,English,88,2010,13+,Movie,Amazon Prime,tt1559025,"Biography,Drama",7.1
Harry Potter and the Deathly Hallows: Part 1,English,146,2010,13+,Movie,Amazon Prime,tt0926084,"Adventure,Fantasy,Mystery",7.7
Winner,Tamil,145,2003,13+,Movie,Amazon Prime,tt1699525,"Action,Comedy,Drama",6.4
Another 48 Hrs.,English,95,1990,18+,Movie,Amazon Prime,tt0099044,"Action,Comedy,Crime",5.9
Malibu Shark Attack,Telugu,86,2009,18+,Movie,Amazon Prime,tt1478325,"Action,Comedy,Drama",3.1
Phuntroo,Marathi,130,2016,NR,Movie,Amazon Prime,tt5494840,Sci-Fi,5.4
Shah Jahan Regency,Bengali,153,2019,13+,Movie,Amazon Prime,tt9468400,Drama,6.6
Bakrid,Tamil,118,2019,All,Movie,Amazon Prime,tt10731866,Drama,7.4
Jumper,English,88,2008,13+,Movie,Amazon Prime,tt0489099,"Action,Adventure,Sci-Fi",6.1
Yevadu,Telugu,165,2014,13+,Movie,Amazon Prime,tt2211173,"Action,Thriller",5.7
Badaltey Rishtey,Hindi,136,1978,All,Movie,Amazon Prime,tt0077200,"Drama,Romance",6.6
Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,Punjabi,153,2012,All,Movie,Amazon Prime,tt2255915,"Comedy,Romance",6.5
"The Cat, the Reverend and the Slave",English,79,2009,NR,Movie,Amazon Prime,tt1629399,Documentary,7.0
Avane Srimannarayana,Kannada,183,2019,13+,Movie,Amazon Prime,tt7998242,"Action,Adventure,Comedy",7.9
Mortal Kombat Legends: Scorpion's Revenge,English,79,2020,18+,Movie,Amazon Prime,tt12503772,Talk-Show,7.5
Vellai Pookal,Tamil,120,2019,13+,Movie,Amazon Prime,tt10055770,"Crime,Drama,Thriller",7.2
Hera Pheri,Hindi,133,2000,7+,Movie,Amazon Prime,tt0242519,"Action,Comedy,Crime",8.2
Paarthale Paravasam,Tamil,146,2001,13+,Movie,Amazon Prime,tt0339485,Comedy,5.3
Perumazhakkalam,Malayalam,111,2004,All,Movie,Amazon Prime,tt0425350,Drama,7.0
Dry Day,Hindi,6,2017,All,Movie,Amazon Prime,tt6863862,"Drama,Short",5.8
Super Sketch,Telugu,119,2018,18+,Movie,Amazon Prime,tt10034236,Thriller,6.8
Tasher Ghawr,Bengali,47,2020,13+,Movie,Amazon Prime,tt12923150,Drama,6.5
Tyagi,Hindi,136,1992,All,Movie,Amazon Prime,tt0364720,Drama,4.9
Mumbai Matinee,Hindi,115,2003,13+,Movie,Amazon Prime,tt0382188,"Comedy,Romance",5.3
Imaikkaa Nodigal,Tamil,168,2018,16+,Movie,Amazon Prime,tt6186910,"Action,Crime,Drama",7.4
The Legend of Tarzan,Hindi,109,2016,13+,Movie,Amazon Prime,tt0918940,"Action,Adventure,Drama",6.2
Pati Parameshwar,Bengali,131,2014,All,Movie,Amazon Prime,tt4212944,Comedy,4.6
Deewane,Hindi,160,2000,13+,Movie,Amazon Prime,tt0255097,"Action,Romance",4.7
Makalkku,Malayalam,92,2005,All,Movie,Amazon Prime,tt0460499,Drama,6.8
Ta Ra Rum Pum,Hindi,155,2007,All,Movie,Amazon Prime,tt0833553,"Comedy,Drama,Family",5.6
Ente Ummante Peru,Malayalam,128,2018,13+,Movie,Amazon Prime,tt9118870,Drama,6.7
Rajoo Dada,Hindi,125,1992,NR,Movie,Amazon Prime,tt2437560,Action,3.8
Birds of Prey,English,108,2020,18+,Movie,Amazon Prime,tt11760870,Comedy,7.4
Rhythm,Tamil,141,2000,All,Movie,Amazon Prime,tt0285993,"Drama,Musical,Romance",7.6
Red Dragon,English,124,2002,18+,Movie,Amazon Prime,tt0289765,"Crime,Drama,Thriller",7.2
Refugee,Bengali,155,2017,13+,Movie,Amazon Prime,tt7230986,"Drama,Family,Short",5.4
Take One,Bengali,97,2014,NR,Movie,Amazon Prime,tt3324612,"Drama,Family",5.2
Pramukhan,Malayalam,123,2009,NR,Movie,Amazon Prime,tt2352820,Drama,2.0
Thallana,Kannada,109,2013,All,Movie,Amazon Prime,tt2720170,Drama,7.2
Adam Resurrected,English,106,2008,16+,Movie,Amazon Prime,tt0479341,"Drama,War",6.2
Iniyum Kadha Thudarum,Malayalam,139,1985,NR,Movie,Amazon Prime,tt0271564,Drama,6.9
Men in Black II,English,88,2002,16+,Movie,Amazon Prime,tt0120912,"Action,Adventure,Comedy",6.2
Khwab,Hindi,133,1980,All,Movie,Amazon Prime,tt0268407,"Crime,Drama,Romance",5.9
Little Women,Telugu,134,2019,All,Movie,Amazon Prime,tt11458618,Talk-Show,7.2
Bioscope,Marathi,131,2015,13+,Movie,Amazon Prime,tt7178026,Drama,5.7
Ahankaar,Hindi,155,1995,All,Movie,Amazon Prime,tt0112309,Drama,6.0
Aflatoon,Hindi,147,1997,13+,Movie,Amazon Prime,tt0225029,"Action,Comedy,Crime",4.6
Kaly,Malayalam,153,2018,All,Movie,Amazon Prime,tt7548378,Drama,5.2
Munthanai Mudichu,Tamil,150,1983,18+,Movie,Amazon Prime,tt0155891,Drama,7.0
Baap Numbri Beta Dus Numbri,Hindi,146,1990,13+,Movie,Amazon Prime,tt0099081,"Action,Comedy,Crime",6.0
Gringo,Telugu,106,2018,16+,Movie,Amazon Prime,tt3721964,"Action,Comedy,Crime",6.1
Asehi Ekada Vhave,Marathi,119,2018,NR,Movie,Amazon Prime,tt7886740,Drama,6.8
Chhutti Jashe Chhakka,Gujarati,148,2018,13+,Movie,Amazon Prime,tt11719482,Drama,7.2
The Goldfinch,English,149,2019,18+,Movie,Amazon Prime,tt3864056,Drama,6.3
Bazzimaat,Bengali,158,2008,NR,Movie,Amazon Prime,tt6844332,"Drama,Romance",5.2
Donnie Darko,English,113,2001,18+,Movie,Amazon Prime,tt0246578,"Drama,Mystery,Sci-Fi",8.0
The Bag Man,English,104,2014,18+,Movie,Amazon Prime,tt2212008,"Action,Crime,Drama",5.2
Silencer,Malayalam,104,2020,All,Movie,Amazon Prime,tt11651604,Drama,7.9
The Smurfs 2,Tamil,104,2013,7+,Movie,Amazon Prime,tt2017020,"Adventure,Animation,Comedy",5.3
Chambal,Kannada,109,2019,13+,Movie,Amazon Prime,tt10122038,Drama,7.4
Hello Brother,Hindi,128,1999,13+,Movie,Amazon Prime,tt0233856,"Action,Comedy,Fantasy",4.7
Prince,Hindi,129,2010,13+,Movie,Amazon Prime,tt1455816,"Action,Sci-Fi,Thriller",4.3
Wish You Happy Breakup,Telugu,105,2016,13+,Movie,Amazon Prime,tt4452448,"Comedy,Drama,Romance",7.4
American Pie 2,English,104,2001,13+,Movie,Amazon Prime,tt0252866,Comedy,6.4
Khajoor Pe Atke,Hindi,118,2018,NR,Movie,Amazon Prime,tt7260848,Comedy,5.6
Uriyadi,Tamil,90,2016,18+,Movie,Amazon Prime,tt4741412,"Action,Crime,Drama",8.0
Resident Evil: Apocalypse,English,93,2004,18+,Movie,Amazon Prime,tt0318627,"Action,Horror,Sci-Fi",6.2
Maryada Ramanna,Telugu,130,2010,All,Movie,Amazon Prime,tt1582546,"Action,Comedy,Drama",7.5
Percy,English,123,1989,NR,Movie,Amazon Prime,tt0239795,\N,7.1
Waqt Ki Awaz,Hindi,156,1988,18+,Movie,Amazon Prime,tt0096415,"Action,Crime,Drama",6.3
Unhinged,Hindi,90,2020,18+,Movie,Amazon Prime,tt10059518,"Action,Thriller",6.0
Kickboxer: Retaliation,English,110,2018,18+,Movie,Amazon Prime,tt5208950,"Action,Drama",5.0
One Good Turn,English,88,1996,18+,Movie,Amazon Prime,tt0114041,Thriller,5.2
Tommy,Telugu,105,2015,All,Movie,Amazon Prime,tt10857276,Comedy,8.5
Shelter,English,50,2019,13+,Movie,Amazon Prime,tt11001088,"Documentary,Short,Sport",8.7
Welcome Back,Hindi,148,2015,NR,Movie,Amazon Prime,tt3159708,"Action,Comedy,Crime",4.2
The Don,Malayalam,133,2006,18+,Movie,Amazon Prime,tt0867280,"Action,Crime,Thriller",4.3
Anacondas: The Hunt for the Blood Orchid,Hindi,96,2004,16+,Movie,Amazon Prime,tt0366174,"Action,Adventure,Horror",4.7
Karthikeya,Telugu,114,2014,13+,Movie,Amazon Prime,tt3885714,"Mystery,Thriller",7.4
M Cream,Hindi,116,2014,18+,Movie,Amazon Prime,tt2963974,"Adventure,Comedy,Drama",5.6
Kotha Bangaru Lokam,Telugu,149,2008,All,Movie,Amazon Prime,tt1210817,Romance,6.8
Allari Police,Telugu,141,1994,NR,Movie,Amazon Prime,tt0317070,"Action,Comedy",3.8
Girlz,Marathi,134,2019,13+,Movie,Amazon Prime,tt11157772,"Comedy,Drama",4.2
Jeepers Creepers 2,Tamil,104,2003,18+,Movie,Amazon Prime,tt0301470,Horror,5.6
Kapoor & Sons,Hindi,137,2016,13+,Movie,Amazon Prime,tt4900716,"Comedy,Drama,Family",7.7
Lafangey Parindey,Hindi,126,2010,13+,Movie,Amazon Prime,tt1606267,"Action,Drama,Romance",5.2
Deep Six,English,73,2018,18+,Movie,Amazon Prime,tt6416100,Sci-Fi,6.1
Harry Potter and the Order of the Phoenix,Hindi,138,2007,13+,Movie,Amazon Prime,tt0373889,"Action,Adventure,Family",7.5
Battle for Incheon: Operation Chromite,Hindi,106,2016,18+,Movie,Amazon Prime,tt4939066,"Action,Drama,History",6.2
Jayam Manadera,Telugu,151,2000,NR,Movie,Amazon Prime,tt1575576,"Action,Drama,Romance",6.4
Runaway Jury,English,127,2003,13+,Movie,Amazon Prime,tt0313542,"Crime,Drama,Thriller",7.1
The Odds,English,91,2011,18+,Movie,Amazon Prime,tt1783392,"Crime,Mystery",5.0
Don't Say a Word,English,113,2001,18+,Movie,Amazon Prime,tt0260866,"Drama,Mystery,Thriller",6.3
Enduko Emo,Telugu,134,2018,13+,Movie,Amazon Prime,tt9049520,Drama,5.4
Back to the Future,Hindi,116,1985,13+,Movie,Amazon Prime,tt0088763,"Adventure,Comedy,Sci-Fi",8.5
The Smurfs,Hindi,102,2011,7+,Movie,Amazon Prime,tt0472181,"Adventure,Animation,Comedy",5.4
Udayon,Malayalam,156,2005,All,Movie,Amazon Prime,tt0460592,"Action,Drama,Family",4.3
Pakeezah,Hindi,147,1972,All,Movie,Amazon Prime,tt0067546,"Drama,Musical,Romance",7.3
The Expendables 2,Tamil,98,2012,18+,Movie,Amazon Prime,tt1764651,"Action,Adventure,Thriller",6.6
Batla House,Hindi,139,2019,13+,Movie,Amazon Prime,tt8869978,"Action,Crime,Drama",7.2
Godzilla (2014),English,123,2014,13+,Movie,Amazon Prime,tt4025708,Comedy,7.1
Aatagallu,Telugu,135,2018,13+,Movie,Amazon Prime,tt8396272,"Action,Thriller",5.4
You Don't Mess with the Zohan,English,112,2008,18+,Movie,Amazon Prime,tt0960144,Comedy,5.5
Aamad,Hindi,12,2017,All,Movie,Amazon Prime,tt7350904,"Drama,Short",5.9
A Beautiful Day in the Neighborhood,Tamil,108,2019,All,Movie,Amazon Prime,tt3224458,"Biography,Drama",7.3
Chhoti Si Baat,Hindi,115,1976,All,Movie,Amazon Prime,tt0072777,"Comedy,Romance",8.3
Crash,English,108,2005,18+,Movie,Amazon Prime,tt0485877,"Action,Short",6.3
Shreelancer,Hindi,93,2017,13+,Movie,Amazon Prime,tt6892468,Drama,7.2
Hameshaa,Hindi,138,1997,13+,Movie,Amazon Prime,tt0172534,"Action,Drama,Romance",5.3
Balika Badhu,Hindi,116,1976,All,Movie,Amazon Prime,tt0237022,"Comedy,Drama,Romance",7.0
Jaatishwar,Bengali,147,2014,All,Movie,Amazon Prime,tt3365690,"Biography,Drama,History",8.0
Petromax,Tamil,126,2019,13+,Movie,Amazon Prime,tt10987184,"Comedy,Horror",5.4
Aadmi Aur Apsara,Hindi,142,1991,NR,Movie,Amazon Prime,tt0177484,Fantasy,7.0
Pyar Ki Kahani,Hindi,148,1971,NR,Movie,Amazon Prime,tt0067636,"Drama,Romance",6.1
Salon Kitty,English,125,1976,18+,Movie,Amazon Prime,tt0075163,"Drama,War",5.4
Manu Uncle,Malayalam,116,1988,NR,Movie,Amazon Prime,tt0292095,"Family,Thriller",7.2
Shift,English,28,2020,13+,Movie,Amazon Prime,tt11338760,"Horror,Short,Thriller",5.2
Kuch Pal Pyar Ke,Hindi,104,2018,NR,Movie,Amazon Prime,tt8491220,Drama,4.2
Lekar Hum Deewana Dil,Hindi,133,2014,NR,Movie,Amazon Prime,tt3716142,"Comedy,Romance",5.0
Worlds Apart,English,114,2017,16+,Movie,Amazon Prime,tt6397570,Documentary,6.7
Naqaab,Hindi,118,2007,13+,Movie,Amazon Prime,tt1020978,"Crime,Drama,Romance",5.4
Catch a Falling Star,English,85,2000,13+,Movie,Amazon Prime,tt0175245,"Comedy,Drama,Romance",5.9
Columbus,Telugu,127,2015,13+,Movie,Amazon Prime,tt5203734,Comedy,6.6
All the Light in the Sky,English,78,2012,NR,Movie,Amazon Prime,tt2442466,Drama,6.4
My Best Friend's Girl,English,100,2008,13+,Movie,Amazon Prime,tt1046163,"Comedy,Romance",5.9
Nagarangalil Chennu Raparkam,Malayalam,155,1990,NR,Movie,Amazon Prime,tt0282779,Comedy,7.0
Ghare & Baire,Bengali,117,2018,13+,Movie,Amazon Prime,tt8284822,"Comedy,Drama,Romance",6.6
Aickarakkonathe Bhishaguaranmaar,Malayalam,127,2018,All,Movie,Amazon Prime,tt9081472,Drama,7.6
